"","Fit","Com","BF","rsq","setting","BFlog"
"H1",7.86389330911136,0.417902537806448,18.8175294421244,"0","N = 400, 1 predictor",2.93478885253935
"2",10.2907060327163,0.567567250436288,18.1312540933359,"0","N = 400, 1 predictor",2.89763719464892
"3",1.17044602100768,0.574091371931431,2.03878002393577,"0","N = 400, 1 predictor",0.712351601483902
"4",0.610760515353186,0.395890788947443,1.54275000177958,"0","N = 400, 1 predictor",0.433566539372549
"5",0.0872460506827774,0.432485980463091,0.201731511826944,"0","N = 400, 1 predictor",-1.60081761505501
"6",1.53569091625161,0.457431669055751,3.35720287889478,"0","N = 400, 1 predictor",1.2111081507547
"7",6.66427498299479,0.360481272418638,18.487160063215,"0","N = 400, 1 predictor",2.91707644048261
"8",8.82024537521678,0.464737977701986,18.9789640580499,"0","N = 400, 1 predictor",2.94333121097828
"9",8.61995155753892,0.519485607821553,16.593244216498,"0","N = 400, 1 predictor",2.80899563761597
"10",7.65637184554661,0.446425187476771,17.150402934971,"0","N = 400, 1 predictor",2.84202166808645
"11",8.67649197818801,0.499945734777683,17.354867487861,"0","N = 400, 1 predictor",2.85387301389774
"12",6.3430464134171,0.535614742288932,11.842553822007,"0","N = 400, 1 predictor",2.47169930062343
"13",8.11523984010322,0.507694966720455,15.9844796030282,"0","N = 400, 1 predictor",2.77161822665051
"14",5.47744445115515,0.469253442922028,11.6726782376859,"0","N = 400, 1 predictor",2.45725091762737
"15",5.20293373657574,0.415441652442865,12.5238615482623,"0","N = 400, 1 predictor",2.52763574848947
"16",10.1985284475184,0.546774817826472,18.6521546256635,"0","N = 400, 1 predictor",2.925961668943
"17",1.65533474012163,0.5063288142905,3.26928804642727,"0","N = 400, 1 predictor",1.18457223839899
"18",5.86777017192508,0.46538874061992,12.6083200124458,"0","N = 400, 1 predictor",2.53435691449121
"19",9.00831186952347,0.560583631008851,16.0695235665581,"0","N = 400, 1 predictor",2.77692453192711
"20",8.55653961762474,0.45037846857069,18.9985539157313,"0","N = 400, 1 predictor",2.9443628665716
"21",4.73330888046772,0.375385376217617,12.6091989202151,"0","N = 400, 1 predictor",2.5344266206167
"22",5.21216979029671,0.472504696367713,11.0309375343023,"0","N = 400, 1 predictor",2.40070382823005
"23",6.06376504040781,0.376221731623888,16.1175299848702,"0","N = 400, 1 predictor",2.77990749859304
"24",8.18856631267505,0.517618224134043,15.8197024967083,"0","N = 400, 1 predictor",2.76125615664488
"25",7.77003333669923,0.499711398430685,15.5490416290294,"0","N = 400, 1 predictor",2.74399900515227
"26",3.22321354026903,0.654204477134303,4.9269206386176,"0","N = 400, 1 predictor",1.59471417598692
"27",9.62023450431805,0.519944028356821,18.5024425315949,"0","N = 400, 1 predictor",2.91790275210411
"28",1.68014573883097,0.455821649835096,3.68597178181158,"0","N = 400, 1 predictor",1.30453420371415
"29",6.80157064903401,0.359756097985544,18.9060607648333,"0","N = 400, 1 predictor",2.93948254604824
"30",3.29496017641592,0.377735577915899,8.72292780731798,"0","N = 400, 1 predictor",2.16595493928683
"31",8.40617217408957,0.503338713517432,16.7008258024612,"0","N = 400, 1 predictor",2.81545816744931
"32",8.31364208611019,0.453228484174259,18.343158862261,"0","N = 400, 1 predictor",2.90925669094243
"33",8.33664851032579,0.561479761587629,14.8476384736526,"0","N = 400, 1 predictor",2.69784082725958
"34",1.05434121361229,0.517870475808085,2.0359168225744,"0","N = 400, 1 predictor",0.710946244501297
"35",8.03803462277417,0.429635897966217,18.7089455532559,"0","N = 400, 1 predictor",2.92900178130908
"36",7.97242937526003,0.425697208573043,18.7279343502956,"0","N = 400, 1 predictor",2.93001622475186
"37",5.9867021780423,0.445277054853792,13.4448925961569,"0","N = 400, 1 predictor",2.59859930130342
"38",8.62401780129795,0.507084446082704,17.0070643418856,"0","N = 400, 1 predictor",2.83362880726211
"39",6.37005576178433,0.55501411061552,11.4772861445267,"0","N = 400, 1 predictor",2.44036996438449
"40",3.74565702408823,0.551390848780098,6.79310698096487,"0","N = 400, 1 predictor",1.91590841879189
"41",9.5948369255728,0.560952226022183,17.1045527238774,"0","N = 400, 1 predictor",2.83934466923514
"42",7.22466636481623,0.409259649920091,17.6530140858667,"0","N = 400, 1 predictor",2.8709065385373
"43",0.13814765416448,0.455672485087093,0.303173131329349,"0","N = 400, 1 predictor",-1.19345124612827
"44",3.57000630277391,0.457711984097917,7.79967845895464,"0","N = 400, 1 predictor",2.0540825096349
"45",6.86682701902814,0.432094419218745,15.8919595199674,"0","N = 400, 1 predictor",2.7658132907535
"46",8.77715928522126,0.462081947039689,18.994811075074,"0","N = 400, 1 predictor",2.94416584055559
"47",6.12385598056868,0.453324909535031,13.5087568579671,"0","N = 400, 1 predictor",2.60333813130363
"48",5.68651267974106,0.469948087955685,12.1002996404941,"0","N = 400, 1 predictor",2.49323021597328
"49",5.49199285107259,0.529599815744033,10.3700807436213,"0","N = 400, 1 predictor",2.33892480848126
"50",1.83273555497461,0.40783821919502,4.4937807903144,"0","N = 400, 1 predictor",1.50269439427224
"51",10.0318777924557,0.529525710077427,18.9450249563686,"0","N = 400, 1 predictor",2.94154136177604
"52",5.13988007810264,0.417916322840517,12.2988258586495,"0","N = 400, 1 predictor",2.50950379917552
"53",6.19995349501669,0.474154616409761,13.0758054028071,"0","N = 400, 1 predictor",2.57076360673892
"54",6.3296489820209,0.507640916442657,12.468752570964,"0","N = 400, 1 predictor",2.52322572028272
"55",9.58373937526625,0.526985362993465,18.1859688110258,"0","N = 400, 1 predictor",2.90065035230312
"56",6.07688704337026,0.454516085279263,13.370015364003,"0","N = 400, 1 predictor",2.59301454025328
"57",3.14881301512612,0.531165111851985,5.92812469205163,"0","N = 400, 1 predictor",1.77970792219423
"58",4.75038199992143,0.391584568805716,12.1311777285032,"0","N = 400, 1 predictor",2.49577881045248
"59",6.5040219748723,0.350274037244482,18.5683815621557,"0","N = 400, 1 predictor",2.92146021820928
"60",0.140685913073764,0.494752269106857,0.284356276582086,"0","N = 400, 1 predictor",-1.25752733203497
"61",5.32909684839172,0.516012755622086,10.3274517738755,"0","N = 400, 1 predictor",2.33480557059747
"62",6.23317144755893,0.404216633944981,15.4203734436306,"0","N = 400, 1 predictor",2.73568958597621
"63",6.62623469253992,0.367839275128796,18.0139401650892,"0","N = 400, 1 predictor",2.89114591177777
"64",3.6705609608023,0.527472954518826,6.95876618764402,"0","N = 400, 1 predictor",1.94000218674158
"65",9.89549725711723,0.530590190911708,18.6499815236198,"0","N = 400, 1 predictor",2.9258451553987
"66",9.91190652441387,0.523041646857569,18.9505110806463,"0","N = 400, 1 predictor",2.94183090111971
"67",9.16576320628587,0.488173140242499,18.7756401381133,"0","N = 400, 1 predictor",2.93256029230802
"68",7.2742599419149,0.394781922746405,18.4260208555386,"0","N = 400, 1 predictor",2.91376384253993
"69",1.02043877377156,0.452166834027442,2.25677492681746,"0","N = 400, 1 predictor",0.813936770584319
"70",5.22141564757133,0.401684063623422,12.9988120526145,"0","N = 400, 1 predictor",2.56485797271797
"71",1.50356665047964,0.537129911475114,2.79926069719411,"0","N = 400, 1 predictor",1.02935534560094
"72",2.97975916445089,0.537800260118941,5.54064284720108,"0","N = 400, 1 predictor",1.71211053142829
"73",5.23056851774344,0.51418043667658,10.1726322991815,"0","N = 400, 1 predictor",2.31970100638117
"74",9.64187258094611,0.533446727558036,18.0746681586816,"0","N = 400, 1 predictor",2.89451140874388
"75",9.43333661424948,0.514198029960398,18.3457268690353,"0","N = 400, 1 predictor",2.90939667921011
